Gender,Married,Age,Profession,WorkExperience,SpendingScore,FamilySize,Cluster
Female,No,32,,10.0,Low,5.0,1
Female,No,39,Engineer,0.0,Low,3.0,2
Female,Yes,40,Artist,2.0,Average,2.0,0
Male,Yes,72,Entertainment,1.0,Average,3.0,4
Female,No,38,Homemaker,5.0,Low,1.0,1
Male,No,26,Marketing,0.0,Low,5.0,2
Male,No,30,Doctor,1.0,Low,3.0,2
Male,Yes,51,Homemaker,1.0,Low,,3
Male,No,57,Marketing,1.0,Low,4.0,3
Female,No,31,Healthcare,1.0,Low,1.0,2
Male,No,39,Artist,0.0,Low,1.0,2
Female,No,30,Engineer,0.0,Low,4.0,2
Female,Yes,43,Artist,0.0,Average,3.0,0
Male,No,27,Healthcare,8.0,Low,1.0,1
Female,Yes,46,Artist,0.0,Average,4.0,0
Male,Yes,43,Artist,1.0,Low,2.0,3
Male,Yes,69,Lawyer,,Low,1.0,3
Male,Yes,28,Entertainment,8.0,Average,4.0,1
Male,No,43,Entertainment,9.0,Low,1.0,1
Female,No,27,Healthcare,,Low,5.0,2
Female,No,28,Healthcare,1.0,Low,3.0,2
Male,No,33,Artist,,Low,4.0,2
Female,No,30,Engineer,0.0,Low,1.0,2
Male,No,58,Healthcare,4.0,Low,2.0,3
Female,No,38,Engineer,8.0,Low,4.0,1
Female,No,31,Artist,1.0,Low,4.0,2
Male,Yes,32,Executive,4.0,Average,5.0,0
Male,Yes,45,Artist,4.0,Average,4.0,0
Male,Yes,66,Artist,1.0,Low,3.0,3
Female,Yes,51,Artist,1.0,Average,3.0,0
Female,Yes,59,Artist,,Average,2.0,0
Female,No,40,Engineer,,Low,1.0,2
Male,Yes,46,Artist,11.0,Average,5.0,1
Male,No,20,Healthcare,1.0,Low,6.0,2
Female,Yes,84,Lawyer,1.0,High,2.0,4
Female,No,41,Marketing,,Low,1.0,2
Male,Yes,51,Artist,,Average,3.0,0
Male,Yes,57,Entertainment,8.0,Average,5.0,1
Female,No,33,Doctor,0.0,Low,1.0,2
Male,No,25,Marketing,3.0,Low,3.0,2
Male,Yes,55,Artist,,Average,3.0,0
Female,Yes,56,Executive,,High,4.0,4
Male,Yes,77,Lawyer,1.0,Low,1.0,3
Male,Yes,30,Healthcare,1.0,Low,2.0,2
Male,No,23,Healthcare,6.0,Low,5.0,1
Female,No,43,Artist,2.0,Low,4.0,2
Male,No,39,Entertainment,5.0,Low,1.0,1
Male,Yes,29,Executive,1.0,High,2.0,0
Male,Yes,37,Doctor,,Low,2.0,2
Female,Yes,45,Engineer,2.0,Low,2.0,3
Male,Yes,48,Executive,2.0,High,2.0,0
Male,Yes,27,Entertainment,0.0,Average,4.0,0
Female,Yes,60,Entertainment,9.0,Low,4.0,1
Male,Yes,45,Entertainment,4.0,Average,3.0,0
Male,No,31,Healthcare,,Low,1.0,2
Male,No,33,Doctor,1.0,Low,4.0,2
Male,,18,,6.0,High,4.0,0
Female,Yes,48,Artist,,Average,3.0,0
Female,Yes,83,Lawyer,,Low,2.0,3
Male,Yes,57,Executive,,Low,4.0,3
Male,No,26,Healthcare,,Low,3.0,2
Male,Yes,51,Artist,8.0,Low,5.0,1
Male,Yes,67,Executive,2.0,High,1.0,4
Male,Yes,38,Artist,9.0,Average,2.0,1
Female,No,40,Doctor,0.0,Low,1.0,2
Female,Yes,45,Artist,5.0,Average,2.0,0
Male,Yes,48,Artist,0.0,Average,4.0,0
Female,Yes,69,Lawyer,0.0,Average,2.0,4
Male,No,21,Healthcare,9.0,Low,5.0,1
Female,Yes,48,Engineer,1.0,High,,0
Female,No,18,Healthcare,,Low,3.0,2
Male,Yes,72,Artist,0.0,Low,3.0,3
Male,Yes,85,Lawyer,,Low,1.0,3
Female,No,21,Marketing,1.0,Low,5.0,2
Female,Yes,48,Artist,1.0,Low,1.0,3
Female,No,37,Entertainment,6.0,Low,,1
Male,No,28,Healthcare,1.0,Low,5.0,2
Male,Yes,55,Entertainment,1.0,Low,2.0,3
Female,No,56,Artist,0.0,Low,2.0,3
Male,Yes,50,Doctor,1.0,Low,2.0,3
Male,No,21,Healthcare,1.0,Low,4.0,2
Male,No,18,Healthcare,0.0,Low,6.0,2
Male,Yes,68,Lawyer,0.0,High,2.0,4
Male,Yes,47,Artist,13.0,Low,1.0,1
Male,Yes,75,Lawyer,1.0,High,2.0,4
Male,Yes,50,Artist,3.0,Average,4.0,0
Male,No,31,Healthcare,0.0,Low,4.0,2
Female,No,30,Artist,0.0,Low,3.0,2
Female,Yes,41,Artist,0.0,Low,4.0,3
Male,Yes,41,Executive,6.0,High,2.0,0
Female,Yes,35,Healthcare,2.0,Low,1.0,2
Male,Yes,37,Healthcare,0.0,Low,1.0,2
Male,Yes,60,Entertainment,0.0,Low,,3
Male,Yes,50,Doctor,0.0,Average,3.0,0
Male,Yes,36,Artist,0.0,Average,2.0,0
Female,No,26,Marketing,3.0,Low,3.0,2
Male,Yes,62,,7.0,High,2.0,4
Male,No,22,Healthcare,0.0,Low,4.0,2
Female,No,19,Healthcare,0.0,Low,3.0,2
Female,Yes,45,Artist,0.0,Average,5.0,0
Female,No,31,Doctor,0.0,Low,4.0,2
Male,Yes,56,Artist,0.0,Average,3.0,0
Female,Yes,62,Lawyer,8.0,Low,5.0,1
Female,No,25,Healthcare,1.0,Low,3.0,2
Female,Yes,73,Lawyer,1.0,Low,1.0,3
Male,Yes,62,Doctor,1.0,Average,4.0,0
Male,Yes,46,Entertainment,0.0,Average,3.0,0
Female,Yes,51,Artist,,Low,,3
Male,Yes,25,Executive,1.0,High,2.0,0
Male,Yes,66,Executive,0.0,High,2.0,4
Male,No,27,Marketing,1.0,Low,2.0,2
Male,Yes,87,Executive,1.0,Low,2.0,3
Female,Yes,47,Artist,0.0,Low,1.0,3
Male,Yes,57,Artist,1.0,Average,4.0,0
Male,Yes,60,Artist,0.0,Average,4.0,0
Male,Yes,40,Executive,,High,5.0,0
Female,No,32,Doctor,7.0,Low,,1
Male,No,28,Healthcare,2.0,Low,3.0,2
Male,No,39,Doctor,4.0,Low,3.0,2
Female,No,47,Marketing,9.0,Low,1.0,1
Female,No,39,,8.0,Low,,1
Male,No,28,Entertainment,1.0,Low,,2
Male,Yes,69,Artist,0.0,Average,3.0,4
Female,No,42,Artist,0.0,Low,1.0,2
Female,Yes,46,Engineer,1.0,Low,1.0,3
Female,No,23,Marketing,3.0,Low,3.0,2
Male,No,45,Artist,1.0,Low,5.0,2
Female,Yes,38,Doctor,1.0,Average,4.0,0
Female,Yes,71,Lawyer,1.0,High,3.0,4
Female,No,26,Doctor,0.0,Low,2.0,2
Female,Yes,60,Artist,8.0,High,2.0,4
Female,Yes,46,Artist,1.0,Average,2.0,0
Male,Yes,39,Entertainment,1.0,Average,4.0,0
Female,No,18,Healthcare,1.0,Low,3.0,2
Male,Yes,26,Doctor,1.0,Average,2.0,0
Male,Yes,53,Artist,1.0,High,2.0,0
Male,Yes,40,Entertainment,1.0,Average,2.0,0
Male,Yes,76,Executive,,Low,7.0,3
Male,Yes,26,Entertainment,0.0,Average,3.0,0
Female,Yes,65,Artist,0.0,Average,2.0,0
Female,No,37,Artist,12.0,Low,2.0,1
Male,No,25,Healthcare,0.0,Low,4.0,2
Female,No,21,Engineer,0.0,Low,5.0,2
Female,No,25,Healthcare,0.0,Low,4.0,2
Male,No,23,Healthcare,4.0,Low,5.0,2
Female,No,30,Healthcare,1.0,Low,6.0,2
Female,No,30,Doctor,0.0,Low,4.0,2
Male,Yes,42,Entertainment,0.0,Average,4.0,0
Female,Yes,81,Lawyer,,High,2.0,4
Male,Yes,49,Entertainment,1.0,Average,5.0,0
Male,No,32,Healthcare,0.0,Low,3.0,2
Female,Yes,43,Artist,,Average,4.0,0
Male,Yes,26,Executive,9.0,High,4.0,1
Female,No,67,Artist,1.0,Low,2.0,3
Male,Yes,88,Executive,0.0,Low,1.0,3
Female,No,40,Healthcare,8.0,Low,4.0,1
Female,,48,Artist,0.0,Low,4.0,3
Male,No,18,Healthcare,7.0,Low,3.0,1
Male,Yes,39,,5.0,Average,3.0,0
Male,Yes,61,Entertainment,7.0,High,5.0,4
Female,Yes,51,Artist,,High,4.0,0
Female,Yes,25,Engineer,0.0,Average,2.0,0
Male,No,35,Artist,6.0,Low,3.0,1
Male,Yes,46,Executive,0.0,High,2.0,0
Female,Yes,53,Homemaker,2.0,High,3.0,4
Male,Yes,48,Entertainment,9.0,Low,1.0,1
Male,Yes,75,Lawyer,1.0,Low,2.0,3
Male,No,23,Healthcare,1.0,Low,3.0,2
Male,No,29,Doctor,1.0,Low,2.0,2
Male,Yes,46,Artist,0.0,Low,2.0,3
Female,No,61,Marketing,1.0,Low,1.0,3
Female,No,37,Artist,1.0,Low,1.0,2
Female,No,23,Healthcare,6.0,Low,5.0,1
Male,No,21,Healthcare,,Low,8.0,2
Female,No,33,Healthcare,7.0,Low,4.0,1
Male,Yes,74,Executive,0.0,Low,,3
Male,No,41,Entertainment,0.0,Low,2.0,2
Female,Yes,58,Engineer,,High,4.0,4
Male,Yes,25,Entertainment,8.0,Average,2.0,1
Male,No,33,Marketing,2.0,Low,3.0,2
Male,Yes,43,Doctor,0.0,Low,2.0,3
Male,Yes,25,Executive,1.0,Low,2.0,2
Female,No,26,Engineer,0.0,Low,1.0,2
Male,No,22,Healthcare,1.0,Low,5.0,2
Male,Yes,28,Artist,0.0,Average,2.0,0
Female,No,36,Entertainment,7.0,Low,1.0,1
Female,No,28,Healthcare,1.0,Low,3.0,2
Male,Yes,85,Artist,1.0,High,4.0,4
Male,No,30,Entertainment,0.0,Low,,2
Male,Yes,43,Healthcare,7.0,High,2.0,0
Male,Yes,82,Executive,1.0,High,2.0,4
Male,,48,Executive,,High,5.0,0
Female,No,18,Healthcare,3.0,Low,3.0,2
Male,Yes,53,Engineer,1.0,Low,2.0,3
Male,Yes,50,Artist,0.0,Average,4.0,0
Female,Yes,39,Engineer,9.0,Average,6.0,1
Female,Yes,35,Engineer,2.0,Average,6.0,0
Male,No,28,Entertainment,,Low,3.0,2
Female,No,33,Engineer,1.0,Low,3.0,2
Female,Yes,35,Healthcare,1.0,Low,3.0,2
Male,Yes,48,Entertainment,0.0,Average,4.0,0
Female,Yes,50,Artist,1.0,High,3.0,0
Male,Yes,47,Entertainment,0.0,Average,4.0,0
Female,No,50,Artist,4.0,Low,1.0,3
Male,Yes,56,Artist,,Low,4.0,3
Female,No,26,Healthcare,10.0,Low,1.0,1
Male,No,21,Healthcare,0.0,Low,4.0,2
Male,Yes,61,Entertainment,1.0,Average,4.0,0
Female,Yes,88,Lawyer,0.0,High,2.0,4
Male,No,72,Marketing,1.0,Low,2.0,3
Male,Yes,61,Artist,1.0,Low,2.0,3
Female,Yes,45,Engineer,8.0,Low,,1
Female,Yes,51,Engineer,1.0,Average,5.0,0
Male,No,42,Artist,6.0,Low,2.0,1
Male,Yes,59,Entertainment,8.0,Average,3.0,1
Female,No,45,Healthcare,4.0,Low,1.0,2
Female,Yes,68,Artist,,Average,3.0,0
Female,Yes,85,Lawyer,0.0,High,2.0,4
Male,Yes,46,Doctor,1.0,Average,4.0,0
Female,Yes,32,Artist,0.0,Average,2.0,0
Female,Yes,70,Engineer,0.0,Low,1.0,3
Male,Yes,37,Entertainment,,Low,,2
Female,No,30,Marketing,1.0,Low,4.0,2
Female,No,33,Engineer,1.0,Low,2.0,2
Male,Yes,61,Healthcare,,Low,3.0,3
Female,No,37,Engineer,0.0,Low,1.0,2
Male,Yes,32,Entertainment,6.0,Low,2.0,1
Male,Yes,52,Artist,0.0,High,2.0,0
Female,Yes,42,Entertainment,0.0,Average,3.0,0
Male,Yes,47,Artist,3.0,Average,2.0,0
Female,Yes,52,Artist,9.0,Low,2.0,1
Male,Yes,66,Entertainment,0.0,Average,3.0,0
Female,No,28,Engineer,,Low,6.0,2
Female,Yes,47,Marketing,1.0,Low,1.0,3
Male,Yes,52,Entertainment,1.0,Average,3.0,0
Male,No,27,Healthcare,2.0,Low,4.0,2
Female,Yes,56,Artist,0.0,Average,5.0,0
Female,Yes,53,Engineer,7.0,Average,6.0,1
Female,Yes,45,Artist,1.0,Average,4.0,0
Female,No,37,Homemaker,1.0,Low,1.0,2
Female,Yes,36,Artist,2.0,Average,4.0,0
Male,No,25,Entertainment,2.0,Low,3.0,2
Female,Yes,45,Artist,1.0,Average,2.0,0
Male,Yes,72,Homemaker,9.0,Low,,1
Male,No,35,Entertainment,1.0,Low,3.0,2
Female,Yes,72,Lawyer,1.0,High,2.0,4
Female,Yes,31,Artist,1.0,Low,4.0,2
Male,Yes,47,Entertainment,4.0,Average,3.0,0
Male,No,20,Healthcare,7.0,Low,3.0,1
Female,Yes,73,Lawyer,1.0,Low,2.0,3
Male,Yes,29,Doctor,,High,2.0,0
Male,Yes,25,Entertainment,3.0,Average,2.0,0
Male,Yes,52,Executive,0.0,High,4.0,4
Female,No,27,Artist,1.0,Low,6.0,2
Male,Yes,52,Executive,1.0,Average,4.0,0
Female,Yes,49,Artist,0.0,Low,1.0,3
Male,Yes,60,,,Average,4.0,0
Male,No,45,Marketing,0.0,Low,1.0,2
Male,Yes,59,Artist,4.0,Low,1.0,3
Female,No,18,Healthcare,8.0,Low,5.0,1
Male,No,18,Healthcare,0.0,Low,3.0,2
Male,Yes,55,Artist,1.0,Low,1.0,3
Female,No,59,Entertainment,1.0,Low,1.0,3
Male,No,22,Healthcare,0.0,Low,2.0,2
Male,Yes,52,Executive,0.0,High,4.0,4
Male,Yes,51,Artist,1.0,Average,3.0,0
Male,Yes,35,Executive,0.0,High,5.0,0
Female,No,26,Executive,8.0,Low,3.0,1
Male,Yes,38,Entertainment,1.0,Average,2.0,0
Male,Yes,43,Doctor,1.0,Low,4.0,3
Male,No,41,Entertainment,1.0,Low,2.0,2
Female,No,27,Homemaker,8.0,Low,,1
Male,Yes,60,,0.0,Low,1.0,3
Female,No,25,Doctor,,Low,4.0,2
Male,No,18,Healthcare,,Low,5.0,2
Male,Yes,47,Artist,0.0,Average,4.0,0
Male,Yes,71,Marketing,1.0,Low,1.0,3
Female,No,32,Entertainment,1.0,Low,3.0,2
Male,Yes,60,Entertainment,1.0,Average,3.0,0
Female,No,33,Healthcare,0.0,Low,,2
Female,No,37,Artist,9.0,Low,1.0,1
Male,Yes,48,Homemaker,9.0,Low,1.0,1
Female,,33,Engineer,7.0,High,5.0,0
Female,Yes,68,Artist,1.0,Average,2.0,0
Male,Yes,51,Artist,0.0,Low,3.0,3
Male,Yes,52,Executive,1.0,Low,4.0,3
Male,Yes,31,Marketing,13.0,High,4.0,1
Male,No,39,Engineer,1.0,Low,1.0,2
Male,,60,Lawyer,1.0,High,1.0,4
Female,Yes,50,Executive,4.0,High,3.0,4
Female,No,19,Healthcare,,Low,4.0,2
Male,No,18,Healthcare,0.0,Low,6.0,2
Male,Yes,37,Artist,0.0,Low,2.0,2
Female,Yes,50,Doctor,1.0,Average,3.0,0
Female,No,20,Healthcare,0.0,Low,,2
Male,No,19,Healthcare,1.0,Low,6.0,2
Male,No,31,Healthcare,0.0,Low,4.0,2
Male,Yes,53,Doctor,14.0,Average,2.0,1
Female,Yes,26,Artist,12.0,Average,2.0,1
Male,No,37,Healthcare,8.0,Low,3.0,1
Female,Yes,49,Healthcare,,Average,2.0,0
Male,Yes,70,Entertainment,,Low,1.0,3
Female,Yes,48,Lawyer,1.0,High,2.0,4
Male,No,21,Healthcare,0.0,Low,4.0,2
Male,No,19,Healthcare,0.0,Low,4.0,2
Male,,61,,0.0,High,,4
Male,No,31,Healthcare,,Low,3.0,2
Female,Yes,65,Lawyer,0.0,High,3.0,4
Male,Yes,73,Executive,1.0,Low,1.0,3
Female,Yes,50,Artist,1.0,Average,3.0,0
Male,Yes,70,Lawyer,0.0,Low,1.0,3
Male,Yes,58,Engineer,0.0,Low,1.0,3
Female,,58,Marketing,14.0,High,6.0,1
Male,No,18,Healthcare,1.0,Low,2.0,2
Male,No,32,Healthcare,0.0,Low,4.0,2
Female,No,40,Lawyer,4.0,Low,1.0,2
Female,No,49,Marketing,0.0,Low,5.0,2
Male,No,35,Artist,8.0,Low,1.0,1
Female,Yes,40,Engineer,0.0,Low,2.0,2
Male,No,30,Marketing,12.0,Low,4.0,1
Female,No,35,Artist,5.0,Low,1.0,1
Male,Yes,28,Doctor,0.0,Low,5.0,2
Male,No,30,Marketing,8.0,Low,1.0,1
Male,Yes,39,Healthcare,1.0,Average,2.0,0
Male,No,39,Entertainment,1.0,Low,8.0,2
Female,Yes,26,Engineer,6.0,High,7.0,0
Male,Yes,36,Artist,0.0,High,3.0,0
Female,No,26,Homemaker,9.0,Low,,1
Male,No,21,Healthcare,1.0,Low,3.0,2
Female,No,45,Artist,2.0,Low,1.0,2
Male,Yes,45,Entertainment,10.0,Average,4.0,1
Female,Yes,63,Artist,0.0,Average,3.0,0
Female,No,45,Artist,1.0,Low,1.0,2
Female,Yes,27,Healthcare,9.0,High,2.0,1
Male,Yes,47,Executive,0.0,Low,7.0,3
Male,Yes,36,Artist,6.0,Average,4.0,1
Male,Yes,49,Artist,,Average,2.0,0
Male,No,25,Doctor,7.0,Low,4.0,1
Male,No,32,Healthcare,0.0,Low,7.0,2
Male,Yes,41,Executive,6.0,High,3.0,0
Female,Yes,50,Artist,9.0,Average,4.0,1
Female,Yes,63,Artist,0.0,High,2.0,4
Male,Yes,69,Executive,,Low,4.0,3
Female,Yes,62,Engineer,1.0,Low,1.0,3
Male,Yes,63,Marketing,1.0,High,3.0,4
Female,Yes,36,Artist,5.0,Low,2.0,1
Female,Yes,31,Engineer,8.0,Low,2.0,1
Female,No,45,Entertainment,8.0,Low,2.0,1
Female,Yes,45,Artist,1.0,Average,4.0,0
Male,No,26,Doctor,1.0,Low,3.0,2
Male,Yes,49,Artist,,Average,4.0,0
Female,No,38,Marketing,8.0,Low,3.0,1
Female,Yes,74,Lawyer,1.0,High,2.0,4
Male,No,61,Lawyer,1.0,Low,1.0,3
Female,No,26,Healthcare,0.0,Low,,2
Female,Yes,70,Lawyer,1.0,High,2.0,4
Female,No,30,Doctor,,Low,3.0,2
Female,Yes,57,Artist,1.0,Average,4.0,0
Female,Yes,35,,8.0,Average,4.0,1
Male,No,20,Healthcare,1.0,Low,3.0,2
Male,No,19,Healthcare,5.0,Low,4.0,2
Male,No,52,Artist,1.0,Low,3.0,3
Male,No,31,Artist,,Low,6.0,2
Male,No,22,Marketing,0.0,Low,3.0,2
Male,Yes,27,Homemaker,9.0,Low,,1
Female,,39,Artist,1.0,Low,3.0,2
Female,No,28,Homemaker,8.0,Low,,1
Male,Yes,59,Engineer,,Average,4.0,0
Female,Yes,57,Artist,1.0,Average,3.0,0
Male,No,25,Healthcare,1.0,Low,4.0,2
Female,Yes,40,Engineer,0.0,Low,3.0,2
Female,Yes,53,Artist,1.0,Low,2.0,3
Female,No,32,Artist,9.0,Low,1.0,1
Female,No,70,Artist,0.0,Low,2.0,3
Male,No,48,Engineer,0.0,Low,1.0,3
Male,Yes,75,Lawyer,1.0,High,2.0,4
Male,Yes,62,Artist,0.0,Low,1.0,3
Male,Yes,41,Artist,1.0,Average,6.0,0
Male,Yes,55,Artist,0.0,Average,3.0,0
Female,No,35,Artist,8.0,Low,,1
Female,No,20,Healthcare,4.0,Low,3.0,2
Male,No,20,Healthcare,0.0,Low,3.0,2
Female,No,35,,0.0,Low,5.0,2
Female,Yes,56,Entertainment,1.0,Average,3.0,0
Male,Yes,39,Executive,1.0,High,7.0,0
Male,Yes,42,Entertainment,,Low,3.0,3
Male,Yes,35,Artist,1.0,Average,2.0,0
Female,No,35,Engineer,1.0,Low,1.0,2
Male,No,33,Healthcare,0.0,Low,2.0,2
Male,No,42,Artist,1.0,Low,2.0,2
Male,No,35,Artist,5.0,Low,2.0,1
Female,No,27,Healthcare,0.0,Low,3.0,2
Male,No,33,Entertainment,6.0,Low,2.0,1
Female,No,32,Artist,9.0,Low,1.0,1
Female,No,35,Entertainment,4.0,Low,2.0,2
Male,No,22,Healthcare,0.0,Low,9.0,2
Male,Yes,40,Artist,3.0,Average,4.0,0
Male,Yes,51,Artist,3.0,Average,2.0,0
Male,Yes,88,Lawyer,,Low,,3
Male,Yes,82,Lawyer,1.0,High,2.0,4
Male,Yes,43,Artist,6.0,Average,3.0,1
Female,No,29,Marketing,9.0,Low,4.0,1
Female,No,38,Artist,9.0,Low,1.0,1
Male,Yes,37,Artist,0.0,Average,3.0,0
Male,No,32,Healthcare,0.0,Low,6.0,2
Male,No,26,Entertainment,5.0,Low,4.0,2
Male,Yes,39,Entertainment,0.0,Average,4.0,0
Female,No,43,Artist,0.0,Low,1.0,2
Male,Yes,51,Doctor,11.0,Average,2.0,1
Male,Yes,52,Artist,0.0,Average,2.0,0
Male,No,51,Entertainment,1.0,Low,1.0,3
Male,No,20,Healthcare,,Low,4.0,2
Male,No,33,Healthcare,0.0,Low,5.0,2
Female,No,36,Entertainment,,Low,1.0,2
Female,Yes,39,Engineer,,Average,6.0,0
Male,Yes,48,Artist,0.0,Low,2.0,3
Female,Yes,78,Lawyer,1.0,High,2.0,4
Male,Yes,46,Artist,1.0,Low,1.0,3
Female,Yes,26,Homemaker,,Low,4.0,2
Male,No,26,Healthcare,0.0,Low,7.0,2
Female,No,37,Engineer,7.0,Low,,1
Female,Yes,75,Homemaker,1.0,High,,4
Male,No,19,Doctor,,Low,5.0,2
Male,No,22,Healthcare,1.0,Low,4.0,2
Male,Yes,27,Engineer,6.0,Low,3.0,1
Male,,57,Artist,3.0,High,3.0,4
Female,No,32,Artist,,Low,5.0,2
Male,Yes,37,Entertainment,0.0,Average,4.0,0
Female,No,33,Marketing,1.0,Low,3.0,2
Female,Yes,57,Engineer,0.0,Low,1.0,3
Male,No,35,Entertainment,0.0,Low,3.0,2
Female,No,26,Artist,1.0,Low,3.0,2
Male,No,31,Doctor,1.0,Low,2.0,2
Female,No,53,Artist,1.0,Low,,3
Female,Yes,56,Engineer,2.0,High,2.0,4
Male,Yes,65,Lawyer,0.0,Low,1.0,3
Male,No,23,Healthcare,7.0,Low,3.0,1
Male,Yes,68,Executive,1.0,High,2.0,4
Female,No,32,Homemaker,9.0,Low,1.0,1
Female,No,21,Healthcare,0.0,Low,5.0,2
Female,Yes,61,Artist,,Low,2.0,3
Male,Yes,25,Entertainment,1.0,Average,2.0,0
Female,Yes,36,Entertainment,0.0,Average,3.0,0
Male,No,25,Executive,3.0,Low,1.0,2
Male,Yes,58,Artist,9.0,Average,4.0,1
Male,Yes,66,Executive,1.0,Low,2.0,3
Female,No,42,Artist,1.0,Low,2.0,2
Female,Yes,36,Doctor,13.0,Low,2.0,1
Male,Yes,58,Artist,9.0,Low,2.0,1
Female,No,36,Engineer,0.0,Low,1.0,2
Male,No,28,Healthcare,2.0,Low,4.0,2
Male,Yes,45,Artist,4.0,Average,2.0,0
Female,Yes,35,Entertainment,10.0,Low,2.0,1
Male,Yes,59,Artist,11.0,Average,3.0,1
Male,Yes,49,Entertainment,0.0,Low,1.0,3
Female,No,51,Entertainment,0.0,Low,1.0,3
Male,No,40,Artist,5.0,Low,2.0,1
Female,,49,Healthcare,2.0,Average,2.0,0
Female,Yes,74,Lawyer,1.0,Low,1.0,3
Male,No,27,Healthcare,4.0,Low,2.0,2
Male,Yes,70,Artist,0.0,High,2.0,4
Female,Yes,62,Lawyer,0.0,Low,2.0,3
Male,No,37,Artist,9.0,Low,1.0,1
Female,No,40,Healthcare,8.0,Low,3.0,1
Male,No,47,,0.0,Low,1.0,2
Male,Yes,52,Entertainment,1.0,Average,4.0,0
Female,Yes,57,Executive,0.0,Average,2.0,0
Male,No,37,Artist,8.0,Low,3.0,1
Male,Yes,60,Artist,1.0,Low,1.0,3
Male,Yes,43,Executive,7.0,High,3.0,0
Male,Yes,37,Entertainment,4.0,Low,1.0,2
Male,Yes,59,Entertainment,1.0,Average,3.0,0
Female,Yes,60,Artist,2.0,Low,3.0,3
Male,Yes,69,Lawyer,1.0,Low,3.0,3
Male,Yes,49,Executive,1.0,High,4.0,0
Male,No,23,Healthcare,1.0,Low,5.0,2
Female,Yes,43,Artist,2.0,Average,3.0,0
Female,No,22,Healthcare,1.0,Low,7.0,2
Male,No,29,Healthcare,0.0,Low,4.0,2
Male,Yes,26,Marketing,0.0,Low,2.0,2
Female,Yes,36,Artist,1.0,Average,4.0,0
Female,No,55,Entertainment,1.0,Low,1.0,3
Female,Yes,59,Engineer,0.0,Low,1.0,3
Female,Yes,83,Artist,,High,2.0,4
Female,No,55,Doctor,3.0,Low,,3
Male,Yes,53,Artist,2.0,Average,3.0,0
Male,Yes,62,Artist,1.0,Average,3.0,0
Male,Yes,73,Executive,0.0,High,3.0,4
Male,Yes,45,Doctor,9.0,High,4.0,1
Female,,28,Healthcare,4.0,Low,8.0,2
Male,No,28,Healthcare,1.0,Low,4.0,2
Male,No,25,Marketing,0.0,Low,2.0,2
Male,Yes,52,Engineer,1.0,Average,3.0,0
Male,Yes,61,Entertainment,11.0,Average,3.0,1
Female,No,27,Artist,1.0,Low,4.0,2
Male,Yes,31,Entertainment,8.0,Average,2.0,1
Male,No,40,Artist,1.0,Low,4.0,2
Male,No,27,Artist,1.0,Low,3.0,2
Female,No,60,Artist,6.0,Low,1.0,1
Male,Yes,40,Healthcare,6.0,High,2.0,0
Male,Yes,32,Entertainment,5.0,Low,2.0,1
Female,Yes,42,Engineer,1.0,Low,2.0,2
Male,Yes,32,Doctor,0.0,Average,2.0,0
Male,No,27,Artist,9.0,Low,2.0,1
Male,No,29,Entertainment,1.0,Low,5.0,2
Male,No,43,Entertainment,0.0,Low,5.0,2
Male,Yes,48,Doctor,1.0,Average,2.0,0
Male,Yes,62,Entertainment,1.0,Average,6.0,0
Female,No,42,Artist,7.0,Low,2.0,1
Male,Yes,25,Artist,8.0,Average,2.0,1
Male,No,31,Artist,1.0,Low,,2
Male,Yes,61,Healthcare,1.0,Low,4.0,3
Female,No,26,Homemaker,8.0,Low,1.0,1
Female,No,27,Doctor,1.0,Low,4.0,2
Female,Yes,40,Artist,0.0,Low,2.0,2
Female,No,23,Healthcare,0.0,Low,4.0,2
Male,Yes,45,Executive,0.0,High,4.0,0
Female,No,37,Artist,9.0,Low,1.0,1
Male,Yes,28,Doctor,,Low,2.0,2
Male,Yes,70,Marketing,1.0,Low,2.0,3
Male,Yes,37,Artist,1.0,Average,2.0,0
Female,No,19,Doctor,1.0,Low,4.0,2
Male,Yes,48,,1.0,Average,4.0,0
Male,,56,Artist,0.0,Average,5.0,0
Male,Yes,36,Artist,,Average,3.0,0
Male,Yes,63,Entertainment,1.0,Average,5.0,0
Female,Yes,68,Artist,1.0,Average,2.0,0
Female,No,27,Healthcare,1.0,Low,4.0,2
Male,No,30,Entertainment,1.0,Low,3.0,2
Female,No,33,Doctor,0.0,Low,3.0,2
Male,Yes,25,Entertainment,2.0,Low,2.0,2
Female,No,37,Entertainment,1.0,Low,2.0,2
Male,No,30,Entertainment,0.0,Low,3.0,2
Female,Yes,66,Engineer,8.0,Average,2.0,1
Female,No,31,Engineer,0.0,Low,1.0,2
Female,No,31,Engineer,9.0,Low,3.0,1
Female,Yes,45,Artist,8.0,High,5.0,0
Male,Yes,42,Entertainment,0.0,Low,3.0,3
Female,Yes,46,Artist,1.0,Average,2.0,0
Female,Yes,76,Lawyer,1.0,High,2.0,4
Male,No,25,Healthcare,8.0,Low,4.0,1
Female,Yes,41,Engineer,1.0,Average,3.0,0
Male,Yes,49,Engineer,0.0,Average,2.0,0
Male,No,32,,0.0,Low,5.0,2
Male,Yes,55,Artist,0.0,Low,2.0,3
Male,Yes,66,Executive,3.0,High,2.0,4
Female,Yes,68,Artist,0.0,Low,1.0,3
Male,No,21,,7.0,Low,,1
Female,No,39,Artist,0.0,Low,,2
